OS,S,Q,Std,X,R
13,12,30,0,30,40.26058632
13,12,40,0,40,40.26058632
13,12,45,5,50,50.22801303
13,12,50,20,30,39.93485342
13,12,55,5,60,50.29315961
13,12,55,5,50,39.86970684
13,12,50,20,70,60.06514658
13,12,55,15,70,60.13029316
13,12,45,15,30,30.09771987
13,12,55,15,40,40.13029316
13,12,45,5,40,39.93485342
13,12,50,10,60,60.06514658
13,12,60,0,60,60.13029316
13,12,50,0,50,50.03257329
13,12,45,15,60,60.13029316
13,12,50,10,40,40.13029316
13,12,45,15,30,30.09771987
13,12,50,10,40,40.06514658
13,12,55,15,70,70.16286645
13,12,55,15,40,50.03257329
13,12,55,5,50,59.93485342
13,12,50,20,30,30.22801303
13,12,50,10,60,50.16286645
13,12,50,20,70,65.1465798
13,12,45,15,60,55.70032573
13,12,45,5,50,53.48534202
13,12,60,0,60,54.33224756
13,12,30,0,30,30.48859935
13,12,50,0,50,50.22801303
13,12,55,5,60,55.17915309
13,12,45,5,40,45.53745928
13,12,40,0,40,38.3713355
13,12,45,15,60,37.52442997
13,12,55,15,70,60.91205212
13,12,55,5,60,54.59283388
13,12,50,10,40,45.27687296
13,12,50,10,60,60.26058632
13,12,40,0,40,36.61237785
13,12,45,15,30,29.51140065
13,12,50,20,30,27.23127036
13,12,50,0,50,46.64495114
13,12,55,15,40,38.30618893
13,12,45,5,40,45.27687296
13,12,50,20,70,55.11400651
13,12,60,0,60,54.91856678
13,12,30,0,30,23.38762215
13,12,45,5,50,34.59283388
13,12,55,5,50,43.84364821
13,12,40,0,40,32.76872964
13,12,45,15,30,28.0781759
13,12,55,15,40,37.52442997
13,12,60,0,60,57.00325733
13,12,45,15,60,52.37785016
13,12,55,5,60,43.64820847
13,12,55,15,70,56.80781759
13,12,50,0,50,46.05863192
13,12,50,10,60,45.92833876
13,12,50,20,70,57.13355049
13,12,30,0,30,29.12052117
13,12,45,5,50,41.6286645
13,12,45,5,40,45.08143322
13,12,50,20,30,26.25407166
13,12,50,10,40,44.29967427
14,13,50,20,70,79.28338762
14,13,55,15,70,98.63192182
14,13,55,15,40,47.88273616
14,13,50,20,30,73.2247557
14,13,55,5,60,98.3713355
14,13,40,0,40,37.52442997
14,13,50,0,50,62.67100977
14,13,55,5,50,48.0781759
14,13,45,15,30,39.47882736
14,13,30,0,30,51.72638436
14,13,60,0,60,81.69381107
14,13,45,5,40,31.85667752
14,13,45,5,50,69.12052117
14,13,50,10,60,72.63843648
14,13,45,15,60,27.4267101
14,13,50,10,40,29.77198697
14,13,55,15,40,20.13029316
14,13,45,5,40,39.80456026
14,13,55,15,70,100
14,13,55,5,60,80.45602606
14,13,50,10,60,29.83713355
14,13,55,5,50,39.86970684
14,13,45,5,50,70.09771987
14,13,40,0,40,40.45602606
14,13,50,10,40,20
14,13,45,15,60,49.18566775
14,13,50,0,50,59.93485342
14,13,30,0,30,19.93485342
14,13,45,15,30,20.39087948
14,13,60,0,60,50.29315961
14,13,50,20,70,80.45602606
14,13,50,20,30,10.16286645
14,13,50,20,30,20.26058632
14,13,55,5,50,69.90228013
14,13,45,15,60,80.13029316
14,13,45,15,30,50.03257329
14,13,60,0,60,73.74592834
14,13,40,0,40,19.86970684
14,13,45,5,40,30.29315961
14,13,30,0,30,20.19543974
14,13,50,0,50,70.03257329
14,13,50,10,40,40.26058632
14,13,45,5,50,60.3257329
14,13,55,5,60,75.83061889
14,13,55,15,70,90.74918567
14,13,55,15,40,30.16286645
14,13,50,10,60,47.49185668
14,13,50,20,70,70.03257329
14,13,55,15,70,89.96742671
14,13,45,5,40,20.3257329
14,13,55,5,60,50.09771987
14,13,40,0,40,40.45602606
14,13,55,5,50,60.3257329
14,13,60,0,60,89.90228013
14,13,45,5,50,90.22801303
14,13,50,20,70,95.83061889
14,13,50,10,40,62.34527687
14,13,45,15,60,50.03257329
14,13,45,15,30,70.03257329
14,13,50,10,60,75.04885993
14,13,55,15,40,50.03257329
14,13,30,0,30,29.83713355
14,13,50,20,30,59.86970684
14,13,50,0,50,82.01954397
14,13,40,0,40,90.22801303
14,13,45,5,40,40.26058632
14,13,50,0,50,60.3257329
14,13,50,20,70,90.09771987
14,13,50,10,40,40.39087948
14,13,50,10,60,60.06514658
14,13,45,15,60,76.87296417
14,13,50,20,30,20.52117264
14,13,55,15,40,59.47882736
14,13,55,5,50,79.47882736
14,13,45,5,50,82.28013029
14,13,60,0,60,89.57654723
14,13,30,0,30,17.32899023
14,13,55,5,60,100
14,13,45,15,30,29.83713355
15,14,45,5,50,29.96742671
15,14,55,15,40,30.09771987
15,14,60,0,60,50.09771987
15,14,50,10,60,50.09771987
15,14,50,20,70,60
15,14,45,15,30,40
15,14,55,5,50,39.93485342
15,14,50,10,40,49.96742671
15,14,50,0,50,60.13029316
15,14,55,5,60,60
15,14,50,20,30,20.06514658
15,14,40,0,40,30.03257329
15,14,30,0,30,30.09771987
15,14,45,15,60,50.22801303
15,14,55,15,70,59.80456026
15,14,45,5,40,60.26058632
15,14,50,20,30,20.13029316
15,14,55,5,50,30.22801303
15,14,50,10,40,20.26058632
15,14,40,0,40,20
15,14,45,5,40,39.80456026
15,14,50,10,60,30.03257329
15,14,60,0,60,49.77198697
15,14,30,0,30,10.03257329
15,14,45,15,60,40.13029316
15,14,50,20,70,59.93485342
15,14,50,0,50,30.29315961
15,14,55,5,60,40.06514658
15,14,45,5,50,50.22801303
15,14,55,15,70,49.96742671
15,14,55,15,40,50.03257329
15,14,45,15,30,20.13029316
15,14,50,0,50,40.3257329
15,14,55,15,70,49.90228013
15,14,55,5,50,49.96742671
15,14,45,5,50,60.13029316
15,14,50,20,30,9.96742671
15,14,55,5,60,30.22801303
15,14,60,0,60,40.19543974
15,14,55,15,40,19.86970684
15,14,40,0,40,10.16286645
15,14,50,10,40,9.96742671
15,14,50,10,60,20.13029316
15,14,45,15,30,20.06514658
15,14,45,5,40,19.86970684
15,14,45,15,60,10.03257329
15,14,50,20,70,40
15,14,30,0,30,10.09771987
15,14,55,15,40,9.83713355
15,14,40,0,40,10.03257329
15,14,45,15,30,10.29315961
15,14,55,5,50,20.13029316
15,14,50,10,60,49.96742671
15,14,55,15,70,40
15,14,50,10,40,20.06514658
15,14,45,5,50,39.93485342
15,14,50,20,70,50.03257329
15,14,45,5,40,20
15,14,45,15,60,20.06514658
15,14,50,20,30,9.96742671
15,14,55,5,60,40.06514658
15,14,50,0,50,19.93485342
15,14,30,0,30,10.09771987
15,14,60,0,60,40.19543974
15,14,45,5,40,20.13029316
15,14,55,5,50,40.06514658
15,14,45,5,50,29.96742671
15,14,50,0,50,20.06514658
15,14,55,5,60,29.96742671
15,14,40,0,40,20.06514658
15,14,50,10,40,40.13029316
15,14,55,15,70,50.09771987
15,14,50,10,60,40
15,14,50,20,30,10.03257329
15,14,45,15,60,40
15,14,60,0,60,30.22801303
15,14,55,15,40,9.96742671
15,14,50,20,70,40
16,15,40,0,40,19.86970684
16,15,50,10,40,13.35504886
16,15,50,20,30,10.03257329
16,15,55,15,70,40.3257329
16,15,60,0,60,40.19543974
16,15,50,0,50,30.16286645
16,15,30,0,30,9.96742671
16,15,55,5,50,20.26058632
16,15,50,20,70,40
16,15,45,15,30,9.83713355
16,15,45,5,40,20.26058632
16,15,55,15,40,10.29315961
16,15,50,0,50,30.09771987
16,15,40,0,40,20.19543974
16,15,55,5,50,29.96742671
16,15,45,15,30,10.03257329
16,15,55,15,70,39.93485342
16,15,30,0,30,9.90228013
16,15,50,20,30,10.09771987
16,15,55,5,60,40.06514658
16,15,60,0,60,40.06514658
16,15,45,5,50,20
16,15,50,20,70,40.19543974
16,15,30,0,30,9.96742671
16,15,45,15,30,9.96742671
16,15,50,0,50,20
16,15,55,15,40,20.13029316
16,15,50,20,70,40.06514658
16,15,50,10,40,20.06514658
16,15,45,5,50,20
16,15,45,5,40,20.06514658
16,15,50,10,60,30.03257329
16,15,55,5,50,19.93485342
16,15,40,0,40,20.13029316
16,15,60,0,60,30.09771987
16,15,55,5,60,30.22801303
16,15,55,15,40,20.06514658
16,15,45,15,30,9.96742671
16,15,50,0,50,30.16286645
16,15,50,20,70,40.06514658
16,15,55,15,70,40.19543974
16,15,45,15,60,29.90228013
16,15,60,0,60,30.16286645
16,15,50,20,30,10.09771987
16,15,30,0,30,9.90228013
16,15,40,0,40,20.06514658
16,15,55,5,50,20
16,15,45,5,40,20.13029316
16,15,50,10,40,9.90228013
16,15,40,0,40,20.26058632
16,15,50,20,70,40.13029316
16,15,55,5,60,30.29315961
16,15,50,20,30,10.03257329
16,15,55,15,70,30.09771987
16,15,50,10,60,30.09771987
16,15,55,15,40,20.19543974
16,15,45,15,30,10.09771987
16,15,45,15,60,30.22801303
16,15,45,5,40,20.06514658
16,15,55,5,50,20.06514658
16,15,30,0,30,10.03257329
16,15,50,10,40,20.13029316
17,16,50,10,40,60.78175896
17,16,50,20,70,73.02931596
17,16,30,0,30,33.02931596
17,16,45,5,40,41.04234528
17,16,60,0,60,61.95439739
17,16,50,10,60,75.17915309
17,16,55,5,60,56.54723127
17,16,50,0,50,29.77198697
17,16,45,15,60,78.50162866
17,16,50,20,30,10.29315961
17,16,40,0,40,20
17,16,55,5,50,56.74267101
17,16,45,15,30,34.78827362
17,16,55,15,70,84.10423453
17,16,45,5,50,69.51140065
17,16,55,15,40,65.60260586
17,16,45,15,60,80.78175896
17,16,50,10,40,69.90228013
17,16,50,0,50,74.5276873
17,16,55,5,50,59.93485342
17,16,60,0,60,60
17,16,45,5,50,40.06514658
17,16,55,5,60,49.96742671
17,16,30,0,30,29.96742671
17,16,50,20,70,70.09771987
17,16,50,10,60,59.93485342
17,16,50,20,30,29.90228013
17,16,55,15,40,40
17,16,45,5,40,40.06514658
17,16,55,15,70,70.16286645
17,16,45,15,30,30.03257329
17,16,40,0,40,40
17,16,30,0,30,30.03257329
17,16,45,15,60,59.86970684
17,16,50,10,60,60.06514658
17,16,55,5,60,49.83713355
17,16,50,0,50,49.96742671
17,16,45,5,40,40.19543974
17,16,40,0,40,39.86970684
17,16,60,0,60,59.93485342
17,16,50,20,70,69.96742671
17,16,45,15,30,29.96742671
17,16,50,10,40,60
17,16,45,5,50,50.22801303
17,16,55,15,70,50.03257329
17,16,50,20,30,30.03257329
17,16,55,5,50,70.09771987
17,16,55,15,40,40.26058632
17,16,55,15,40,70.03257329
17,16,50,10,40,50.29315961
17,16,50,20,70,72.11726384
17,16,45,15,30,30.16286645
17,16,50,0,50,50.03257329
17,16,60,0,60,59.86970684
17,16,45,15,60,69.90228013
17,16,40,0,40,40.26058632
17,16,50,20,30,29.96742671
17,16,55,5,60,66.97068404
17,16,45,5,50,49.96742671
17,16,45,5,40,49.70684039
17,16,55,15,70,67.68729642
17,16,55,5,50,49.77198697
17,16,50,10,60,59.6742671
17,16,30,0,30,30.55374593
17,16,50,20,30,29.77198697
17,16,45,5,40,49.77198697
17,16,55,5,50,50.29315961
17,16,45,5,50,50.48859935
17,16,45,15,60,59.93485342
17,16,45,15,30,20.45602606
17,16,60,0,60,60.3257329
17,16,50,10,40,39.73941368
17,16,40,0,40,40.13029316
17,16,50,0,50,40.19543974
17,16,55,5,60,59.86970684
17,16,55,15,40,40.19543974
17,16,55,15,70,60.06514658
17,16,50,10,60,60.19543974
17,16,50,20,70,40
17,16,30,0,30,30.22801303
18,17,50,10,60,29.57654723
18,17,45,15,30,20.39087948
18,17,40,0,40,29.70684039
18,17,55,5,50,42.93159609
18,17,30,0,30,29.64169381
18,17,50,20,70,45.21172638
18,17,45,5,50,29.83713355
18,17,45,5,40,28.72964169
18,17,50,0,50,27.62214984
18,17,50,10,40,34.07166124
18,17,50,20,30,29.05537459
18,17,55,15,70,53.28990228
18,17,60,0,60,53.28990228
18,17,55,15,40,53.8762215
18,17,55,5,60,58.30618893
18,17,45,15,60,54.33224756
18,17,30,0,30,36.09120521
18,17,45,15,30,30.74918567
18,17,40,0,40,38.63192182
18,17,55,5,60,54.59283388
18,17,50,10,60,42.54071661
18,17,45,5,40,48.33876221
18,17,45,15,60,56.80781759
18,17,55,15,40,45.86319218
18,17,50,20,30,36.02605863
18,17,55,15,70,58.3713355
18,17,50,20,70,64.42996743
18,17,55,5,50,44.29967427
18,17,45,5,50,38.30618893
18,17,50,10,40,42.34527687
18,17,50,0,50,50.03257329
18,17,60,0,60,50.09771987
18,17,40,0,40,38.24104235
18,17,50,10,40,30.48859935
18,17,50,0,50,44.16938111
18,17,55,15,70,59.60912052
18,17,60,0,60,56.67752443
18,17,50,10,60,50.94462541
18,17,50,20,30,37.13355049
18,17,30,0,30,36.15635179
18,17,45,5,40,36.61237785
18,17,55,5,50,46.38436482
18,17,50,20,70,65.66775244
18,17,45,15,60,66.05863192
18,17,55,15,40,55.43973941
18,17,45,5,50,58.95765472
18,17,55,5,60,51.00977199
18,17,45,15,30,39.73941368
18,17,50,0,50,47.55700326
18,17,50,20,70,66.05863192
18,17,50,10,40,53.42019544
18,17,55,15,40,48.92508143
18,17,50,10,60,53.42019544
18,17,55,5,60,58.50162866
18,17,50,20,30,41.75895765
18,17,30,0,30,32.44299674
18,17,55,5,50,40.91205212
18,17,45,15,60,53.81107492
18,17,45,5,50,57.32899023
18,17,45,5,40,53.35504886
18,17,55,15,70,56.22149837
18,17,45,15,30,31.46579805
18,17,60,0,60,52.8990228
18,17,40,0,40,51.20521173
18,17,55,15,40,46.90553746
18,17,60,0,60,57.98045603
18,17,50,0,50,52.44299674
18,17,40,0,40,40.91205212
18,17,55,5,60,62.93159609
18,17,50,20,70,69.05537459
18,17,30,0,30,42.99674267
18,17,45,5,40,48.33876221
18,17,45,15,60,57.06840391
18,17,45,5,50,54.98371336
18,17,45,15,30,27.36156352
18,17,50,20,30,22.67100977
18,17,55,15,70,55.04885993
18,17,55,5,50,50.22801303
18,17,50,10,40,47.36156352
18,17,50,10,60,52.50814332
20,18,45,15,60,69.90228013
20,18,55,15,40,52.05211726
20,18,55,15,70,86.1237785
20,18,40,0,40,50.03257329
20,18,55,5,60,71.20521173
20,18,55,5,50,35.96091205
20,18,50,10,40,61.6286645
20,18,50,0,50,56.15635179
20,18,50,20,70,80.84690554
20,18,60,0,60,62.34527687
20,18,50,10,60,51.79153094
20,18,50,20,30,24.23452769
20,18,45,5,50,54.91856678
20,18,30,0,30,25.01628664
20,18,45,5,40,54.91856678
20,18,55,5,60,67.4267101
20,18,50,10,40,60.84690554
20,18,50,0,50,59.86970684
20,18,55,15,40,48.27361564
20,18,40,0,40,42.34527687
20,18,45,5,40,49.64169381
20,18,55,15,70,85.86319218
20,18,45,5,50,57.13355049
20,18,45,15,30,37.52442997
20,18,50,20,70,84.56026059
20,18,45,15,60,25.4723127
20,18,50,10,60,65.21172638
20,18,50,20,30,25.86319218
20,18,55,5,50,47.23127036
20,18,60,0,60,45.92833876
20,18,30,0,30,23.51791531
20,18,60,0,60,69.25081433
20,18,45,5,40,50.09771987
20,18,50,10,40,37.26384365
20,18,45,15,30,21.69381107
20,18,50,0,50,35.43973941
20,18,50,10,60,66.05863192
20,18,50,20,30,34.39739414
20,18,45,15,60,59.3485342
20,18,55,15,40,44.42996743
20,18,55,15,70,88.79478827
20,18,40,0,40,50.03257329
20,18,55,5,50,25.01628664
20,18,45,5,50,66.05863192
20,18,55,5,60,66.97068404
20,18,30,0,30,28.59934853
20,18,50,20,70,89.31596091
20,18,55,15,40,43.84364821
20,18,55,15,70,87.55700326
20,18,55,5,50,54.5276873
20,18,50,20,70,89.05537459
20,18,45,15,60,24.10423453
20,18,50,10,60,37.91530945
20,18,45,15,30,24.49511401
20,18,50,0,50,47.62214984
20,18,50,20,30,22.67100977
20,18,45,5,40,35.63517915
20,18,50,10,40,57.91530945
20,18,40,0,40,32.96416938
20,18,60,0,60,58.43648208
20,18,30,0,30,24.75570033
20,18,55,5,60,30.68403909
20,18,45,5,50,45.66775244
20,18,50,20,30,23.25732899
20,18,60,0,60,62.54071661
20,18,50,20,70,88.14332248
20,18,55,5,50,45.99348534
20,18,45,5,50,15.76547231
20,18,55,15,40,50.03257329
20,18,50,10,40,39.3485342
20,18,50,0,50,32.83387622
20,18,55,5,60,52.96416938
20,18,30,0,30,14.2019544
20,18,50,10,60,71.20521173
20,18,40,0,40,15.11400651
20,18,45,15,60,15.70032573
20,18,45,15,30,17.19869707
20,18,55,15,70,82.28013029
20,18,45,5,40,40.19543974
21,19,45,15,60,20.3257329
21,19,45,5,50,22.21498371
21,19,50,20,70,19.73941368
21,19,45,15,30,14.8534202
21,19,50,20,30,19.73941368
21,19,45,5,40,16.09120521
21,19,55,15,40,19.86970684
21,19,50,10,60,16.80781759
21,19,50,0,50,18.76221498
21,19,50,10,40,17.39413681
21,19,40,0,40,15.57003257
21,19,55,5,60,16.87296417
21,19,30,0,30,13.02931596
21,19,55,15,70,15.70032573
21,19,55,5,50,20.13029316
21,19,60,0,60,15.24429967
21,19,55,5,60,16.22149837
21,19,45,15,30,18.11074919
21,19,55,5,50,17.91530945
21,19,45,5,40,17.71986971
21,19,45,5,50,18.63192182
21,19,50,0,50,17.00325733
21,19,50,20,70,16.61237785
21,19,50,10,40,15.04885993
21,19,30,0,30,10.48859935
21,19,55,15,40,16.41693811
21,19,40,0,40,16.35179153
21,19,60,0,60,14.91856678
21,19,50,20,30,14.98371336
21,19,45,15,60,15.50488599
21,19,55,15,70,15.89576547
21,19,50,10,60,13.8762215
21,19,45,15,30,15.30944625
21,19,55,5,50,16.02605863
21,19,55,15,40,16.74267101
21,19,50,10,60,15.63517915
21,19,55,15,70,15.04885993
21,19,50,0,50,15.70032573
21,19,30,0,30,16.02605863
21,19,60,0,60,16.48208469
21,19,50,20,70,18.30618893
21,19,40,0,40,16.61237785
21,19,55,5,60,16.80781759
21,19,50,20,30,16.48208469
21,19,45,5,50,7.491856678
21,19,45,5,40,10.94462541
21,19,45,15,60,11.00977199
21,19,50,10,40,14.26710098
21,19,50,20,30,14.5276873
21,19,40,0,40,13.2247557
21,19,45,15,30,15.24429967
21,19,55,15,40,14.5276873
21,19,30,0,30,14.07166124
21,19,50,0,50,14.72312704
21,19,50,10,60,11.20521173
21,19,50,10,40,11.72638436
21,19,50,20,70,12.5732899
21,19,45,5,40,11.33550489
21,19,60,0,60,11.59609121
21,19,45,5,50,13.2247557
21,19,45,15,60,14.59283388
21,19,55,5,60,7.947882736
21,19,55,5,50,14.26710098
21,19,40,0,40,11.59609121
21,19,55,15,70,14.26710098
21,19,55,5,50,11.46579805
21,19,30,0,30,6.51465798
21,19,50,20,70,6.188925081
21,19,50,20,30,6.058631922
21,19,60,0,60,11.79153094
21,19,45,15,30,9.250814332
21,19,55,15,40,10.09771987
21,19,50,10,60,10.68403909
21,19,50,10,40,11.33550489
21,19,50,0,50,13.42019544
21,19,45,5,50,10.48859935
21,19,55,5,60,11.46579805
21,19,45,15,60,10.61889251
21,19,45,5,40,9.250814332
23,20,60,0,60,30.68403909
23,20,45,5,50,39.93485342
23,20,50,10,60,39.93485342
23,20,55,15,40,30.29315961
23,20,50,20,70,50.03257329
23,20,55,5,60,60.13029316
23,20,55,15,70,50.09771987
23,20,45,5,40,40.13029316
23,20,50,20,30,40.26058632
23,20,45,15,30,40
23,20,30,0,30,40.3257329
23,20,45,15,60,40.06514658
23,20,50,10,40,39.80456026
23,20,55,5,50,50.09771987
23,20,50,0,50,39.80456026
23,20,40,0,40,29.96742671
23,20,50,10,40,29.83713355
23,20,55,5,60,40.19543974
23,20,55,15,70,50.29315961
23,20,45,15,60,49.96742671
23,20,30,0,30,40.19543974
23,20,45,15,30,39.93485342
23,20,55,15,40,40.06514658
23,20,60,0,60,49.96742671
23,20,50,20,70,59.80456026
23,20,40,0,40,20.3257329
23,20,50,20,30,29.96742671
23,20,55,5,50,40.13029316
23,20,50,0,50,40.06514658
23,20,45,5,50,30.09771987
23,20,50,10,60,30.09771987
23,20,45,5,40,39.93485342
23,20,55,5,60,40.3257329
23,20,45,15,60,40.06514658
23,20,55,15,70,49.90228013
23,20,50,10,60,39.93485342
23,20,50,20,30,29.77198697
23,20,50,10,40,40.26058632
23,20,30,0,30,30.03257329
23,20,50,0,50,40.19543974
23,20,40,0,40,40.06514658
23,20,45,15,30,19.93485342
23,20,55,5,50,29.96742671
23,20,45,5,50,30.35830619
23,20,45,5,40,29.96742671
23,20,55,15,40,29.96742671
23,20,50,20,70,40.19543974
23,20,60,0,60,30.22801303
23,20,50,10,40,29.83713355
23,20,55,15,70,40.26058632
23,20,50,20,70,40
23,20,30,0,30,30.09771987
23,20,45,15,30,29.90228013
23,20,50,10,60,39.80456026
23,20,55,15,40,40
23,20,40,0,40,20.26058632
23,20,50,0,50,30.16286645
23,20,45,5,50,20.06514658
23,20,55,5,60,30.03257329
23,20,45,15,60,29.96742671
23,20,45,5,40,29.83713355
23,20,60,0,60,40.19543974
23,20,50,20,30,20.39087948
23,20,55,5,50,30.22801303
23,20,55,5,50,19.93485342
23,20,40,0,40,20
23,20,55,5,60,30.16286645
23,20,45,5,40,20.13029316
23,20,50,0,50,20.13029316
23,20,45,15,30,29.90228013
23,20,45,5,50,20.39087948
23,20,30,0,30,20.3257329
23,20,50,10,40,30.09771987
23,20,50,20,70,40.13029316
23,20,55,15,40,29.96742671
23,20,45,15,60,30.22801303
23,20,50,10,60,40.39087948
23,20,55,15,70,39.86970684
23,20,50,20,30,20.06514658
23,20,60,0,60,39.93485342
24,21,55,15,70,59.47882736
24,21,60,0,60,50.09771987
24,21,40,0,40,40
24,21,50,20,30,24.62540717
24,21,50,10,60,35.76547231
24,21,45,15,30,24.82084691
24,21,55,5,50,39.6742671
24,21,45,5,50,40.26058632
24,21,45,5,40,48.79478827
24,21,55,15,40,32.31270358
24,21,55,5,60,56.41693811
24,21,50,20,70,68.99022801
24,21,50,10,40,35.17915309
24,21,30,0,30,27.62214984
24,21,50,0,50,43.32247557
24,21,45,15,60,60.9771987
24,21,60,0,60,54.8534202
24,21,45,5,50,30.42345277
24,21,50,20,30,30.55374593
24,21,55,15,70,73.15960912
24,21,50,10,40,30.61889251
24,21,55,5,50,40.06514658
24,21,50,10,60,63.84364821
24,21,55,5,60,48.72964169
24,21,50,20,70,66.4495114
24,21,45,5,40,35.17915309
24,21,50,0,50,44.95114007
24,21,45,15,30,45.1465798
24,21,40,0,40,54.13680782
24,21,30,0,30,41.17263844
24,21,50,10,40,55.83061889
24,21,55,5,50,59.54397394
24,21,50,0,50,54.98371336
24,21,30,0,30,37.06840391
24,21,40,0,40,35.50488599
24,21,50,20,70,71.14006515
24,21,50,10,60,44.49511401
24,21,55,5,60,60.39087948
24,21,45,5,50,43.84364821
24,21,55,15,40,37.13355049
24,21,45,5,40,52.11726384
24,21,60,0,60,53.02931596
24,21,45,15,60,55.70032573
24,21,50,20,30,26.97068404
24,21,55,15,70,73.48534202
24,21,45,15,30,28.59934853
24,21,60,0,60,58.43648208
24,21,45,5,50,47.81758958
24,21,30,0,30,26.25407166
24,21,55,5,60,59.86970684
24,21,55,15,40,63.38762215
24,21,50,0,50,56.54723127
24,21,45,5,40,47.36156352
24,21,40,0,40,42.34527687
24,21,45,15,60,53.61563518
24,21,55,5,50,51.07491857
24,21,50,10,60,55.50488599
24,21,55,15,70,74.78827362
24,21,50,20,70,68.85993485
24,21,50,10,40,47.4267101
24,21,45,15,30,26.71009772
24,21,50,20,30,28.99022801
24,21,55,15,40,45.66775244
24,21,45,15,60,46.97068404
24,21,40,0,40,36.41693811
24,21,50,0,50,45.53745928
24,21,50,20,30,43.25732899
24,21,60,0,60,53.09446254
24,21,50,10,40,44.49511401
24,21,45,5,50,39.80456026
24,21,55,5,50,49.83713355
24,21,30,0,30,29.31596091
24,21,55,5,60,49.25081433
24,21,50,20,70,66.18892508
24,21,45,5,40,40.45602606
24,21,55,15,70,68.20846906
24,21,50,10,60,54.26710098
24,21,45,15,30,26.64495114
26,22,30,0,30,24.49511401
26,22,40,0,40,30.03257329
26,22,45,5,50,29.96742671
26,22,45,15,60,35.04885993
26,22,60,0,60,50.09771987
26,22,45,5,40,44.42996743
26,22,55,5,60,50.03257329
26,22,50,0,50,60.13029316
26,22,55,15,40,40
26,22,50,20,70,65.34201954
26,22,50,20,30,64.42996743
26,22,45,15,30,40.06514658
26,22,55,5,50,44.69055375
26,22,50,10,60,50.16286645
26,22,50,10,40,50.09771987
26,22,55,15,70,70.09771987
26,22,60,0,60,65.27687296
26,22,45,5,50,55.57003257
26,22,45,5,40,44.82084691
26,22,55,15,70,55.30944625
26,22,45,15,60,50.16286645
26,22,50,10,60,54.8534202
26,22,55,5,50,50.22801303
26,22,55,15,40,44.10423453
26,22,50,20,70,69.83713355
26,22,55,5,60,54.72312704
26,22,40,0,40,50.03257329
26,22,30,0,30,25.01628664
26,22,50,20,30,30.09771987
26,22,50,10,40,65.73289902
26,22,50,0,50,65.66775244
26,22,45,15,30,54.26710098
26,22,40,0,40,50.09771987
26,22,55,5,60,50.09771987
26,22,45,15,30,45.01628664
26,22,50,10,40,50.03257329
26,22,55,15,70,65.4723127
26,22,45,5,40,40
26,22,50,20,70,70.16286645
26,22,55,15,40,50.03257329
26,22,60,0,60,64.03908795
26,22,45,5,50,50.03257329
26,22,50,10,60,59.93485342
26,22,55,5,50,65.66775244
26,22,30,0,30,40.26058632
26,22,50,0,50,35.04885993
26,22,45,15,60,66.7752443
26,22,50,20,30,25.66775244
26,22,30,0,30,25.01628664
26,22,45,5,40,34.00651466
26,22,55,15,40,35.57003257
26,22,50,10,60,67.49185668
26,22,45,15,60,72.247557
26,22,45,15,30,29.90228013
26,22,55,5,50,40.06514658
26,22,55,5,60,73.61563518
26,22,50,20,70,77.98045603
26,22,55,15,70,78.24104235
26,22,40,0,40,46.84039088
26,22,50,20,30,26.90553746
26,22,50,10,40,25.34201954
26,22,50,0,50,37.91530945
26,22,60,0,60,60.13029316
26,22,45,5,50,54.78827362
26,22,50,10,40,33.61563518
26,22,50,10,60,54.59283388
26,22,45,15,60,40.13029316
26,22,45,15,30,24.88599349
26,22,40,0,40,29.90228013
26,22,55,15,40,29.83713355
26,22,45,5,40,29.77198697
26,22,55,5,50,44.82084691
26,22,55,5,60,73.42019544
26,22,50,0,50,74.13680782
26,22,55,15,70,75.04885993
26,22,45,5,50,64.42996743
26,22,50,20,70,75.50488599
26,22,50,20,30,28.59934853
26,22,30,0,30,30.22801303
27,23,45,5,50,50.03257329
27,23,60,0,60,49.83713355
27,23,50,10,40,60.13029316
27,23,50,0,50,60.19543974
27,23,55,5,50,60.13029316
27,23,40,0,40,50.35830619
27,23,50,10,60,69.77198697
27,23,55,5,60,70.22801303
27,23,45,15,60,69.96742671
27,23,50,20,30,60.19543974
27,23,55,15,40,50.16286645
27,23,45,15,30,49.90228013
27,23,55,15,70,69.96742671
27,23,30,0,30,50.03257329
27,23,50,20,70,80.26058632
27,23,45,5,40,70.03257329
27,23,45,5,40,40
27,23,55,15,40,40
27,23,45,15,30,39.86970684
27,23,60,0,60,70.09771987
27,23,40,0,40,40.19543974
27,23,50,10,60,49.90228013
27,23,55,15,70,60.13029316
27,23,50,20,70,69.90228013
27,23,30,0,30,39.54397394
27,23,45,5,50,50.16286645
27,23,55,5,60,69.77198697
27,23,50,0,50,50.29315961
27,23,50,20,30,60.26058632
27,23,45,15,60,49.64169381
27,23,50,10,40,40.26058632
27,23,55,5,50,49.83713355
27,23,50,20,30,20.39087948
27,23,30,0,30,19.86970684
27,23,55,5,60,59.86970684
27,23,45,5,40,40.19543974
27,23,40,0,40,40.26058632
27,23,45,15,60,49.83713355
27,23,45,15,30,30.16286645
27,23,45,5,50,49.77198697
27,23,50,10,40,50.22801303
27,23,50,0,50,50.48859935
27,23,55,5,50,59.73941368
27,23,50,20,70,69.64169381
27,23,55,15,70,69.64169381
