OS,S,Q,Std,X,R
1,1,50,20,70,45.92833876
1,1,55,5,50,30.61889251
1,1,50,0,50,34.8534202
1,1,55,15,40,38.76221498
1,1,45,15,30,26.38436482
1,1,45,5,50,29.77198697
1,1,55,5,60,36.93811075
1,1,40,0,40,29.44625407
1,1,60,0,60,41.36807818
1,1,30,0,30,20.06514658
1,1,50,10,60,40.52117264
1,1,50,10,40,30.68403909
1,1,45,15,60,28.20846906
1,1,45,5,40,36.61237785
2,2,30,0,30,26.71009772
2,2,50,20,30,30.48859935
2,2,55,15,70,60.06514658
2,2,50,10,40,20.39087948
2,2,40,0,40,37.71986971
2,2,55,15,40,34.33224756
2,2,50,20,70,66.7752443
2,2,45,5,50,37.39413681
2,2,55,5,60,43.77850163
2,2,45,15,30,30.29315961
2,2,45,15,60,50.74918567
2,2,60,0,60,64.88599349
2,2,55,5,50,40.9771987
2,2,50,10,60,42.60586319
2,2,50,0,50,31.46579805
2,2,45,5,40,27.68729642
2,2,55,5,50,37.26384365
2,2,55,15,40,36.61237785
2,2,50,20,70,56.80781759
2,2,45,15,30,26.90553746
2,2,50,20,30,26.38436482
2,2,30,0,30,30.16286645
2,2,50,10,40,33.81107492
2,2,45,15,60,48.46905537
2,2,40,0,40,28.33876221
2,2,55,15,70,63.84364821
2,2,55,5,60,54.46254072
2,2,45,5,40,39.93485342
2,2,60,0,60,60.06514658
2,2,50,10,60,59.86970684
2,2,45,5,50,44.36482085
2,2,50,0,50,44.36482085
2,2,60,0,60,56.35179153
2,2,55,15,70,59.08794788
2,2,50,20,70,68.27361564
2,2,55,15,40,32.5732899
2,2,30,0,30,32.05211726
2,2,45,5,40,37.00325733
2,2,45,15,60,53.8762215
2,2,50,20,30,27.29641694
2,2,45,5,50,40.58631922
2,2,50,0,50,44.29967427
2,2,55,5,60,57.58957655
2,2,45,15,30,27.03583062
2,2,50,10,40,30.68403909
2,2,40,0,40,41.10749186
2,2,55,5,50,40.26058632
2,2,50,10,60,52.8990228
2,2,50,10,40,49.83713355
2,2,50,0,50,55.24429967
2,2,60,0,60,65.34201954
2,2,50,20,30,26.97068404
2,2,55,15,40,38.76221498
2,2,50,10,60,50.16286645
2,2,40,0,40,44.75570033
2,2,50,20,70,63.51791531
2,2,45,5,40,36.41693811
2,2,45,15,30,30.22801303
2,2,30,0,30,33.94136808
2,2,45,5,50,42.86644951
2,2,55,5,50,44.62540717
2,2,55,5,60,54.39739414
2,2,45,15,60,59.15309446
2,2,55,15,70,70.16286645
2,2,50,20,30,31.20521173
2,2,50,10,60,50.22801303
2,2,50,0,50,57.39413681
2,2,45,5,40,32.05211726
2,2,55,15,40,39.21824104
2,2,45,15,60,60.13029316
2,2,55,5,60,64.82084691
2,2,55,15,70,70.16286645
2,2,45,15,30,44.69055375
2,2,50,20,70,73.8762215
2,2,30,0,30,30.09771987
2,2,40,0,40,39.47882736
2,2,50,10,40,42.80130293
2,2,45,5,50,50.29315961
2,2,55,5,50,50.16286645
2,2,60,0,60,60.26058632
3,3,55,15,40,37.45928339
3,3,55,15,70,46.1237785
3,3,45,5,50,40
3,3,55,5,60,41.17263844
3,3,45,15,30,22.34527687
3,3,45,5,40,30.42345277
3,3,50,10,60,42.41042345
3,3,30,0,30,23.90879479
3,3,50,10,40,36.02605863
3,3,50,20,70,50.35830619
3,3,50,0,50,40.52117264
3,3,50,20,30,26.18892508
3,3,45,15,60,51.20521173
3,3,60,0,60,51.98697068
3,3,40,0,40,34.59283388
3,3,55,5,50,42.67100977
3,3,50,0,50,41.88925081
3,3,55,15,40,35.37459283
3,3,40,0,40,34.2019544
3,3,50,20,30,24.56026059
3,3,60,0,60,50.03257329
3,3,45,5,40,36.93811075
3,3,30,0,30,24.16938111
3,3,50,20,70,52.11726384
3,3,50,10,60,36.87296417
3,3,55,5,60,44.42996743
3,3,45,15,60,51.98697068
3,3,55,15,70,57.13355049
3,3,55,5,50,44.16938111
3,3,45,15,30,25.86319218
3,3,50,10,40,39.3485342
3,3,40,0,40,38.63192182
3,3,45,5,50,41.43322476
3,3,55,5,60,46.4495114
3,3,45,15,60,50.68403909
3,3,55,15,70,57.39413681
3,3,45,15,30,28.14332248
3,3,50,0,50,40
3,3,60,0,60,48.92508143
3,3,55,15,40,37.06840391
3,3,50,20,30,29.31596091
3,3,50,10,40,39.3485342
3,3,55,5,50,45.7980456
3,3,50,10,60,50.09771987
3,3,50,20,70,45.99348534
3,3,30,0,30,22.80130293
3,3,45,5,40,33.48534202
3,3,55,5,50,45.73289902
3,3,45,15,30,29.18566775
3,3,40,0,40,32.44299674
3,3,45,15,60,31.98697068
3,3,60,0,60,48.20846906
3,3,50,20,70,57.06840391
3,3,55,5,60,46.64495114
3,3,55,15,40,38.43648208
3,3,50,10,40,37.52442997
3,3,50,10,60,41.69381107
3,3,30,0,30,24.23452769
3,3,50,20,30,24.10423453
3,3,50,0,50,44.03908795
3,3,45,5,50,35.96091205
3,3,55,15,70,55.50488599
3,3,45,5,40,37.85016287
3,3,50,10,60,40.19543974
3,3,45,15,60,28.0781759
3,3,50,20,30,27.62214984
3,3,55,15,40,31.14006515
3,3,55,5,50,42.67100977
3,3,45,5,40,41.43322476
3,3,50,0,50,45.08143322
3,3,55,5,60,43.77850163
3,3,55,15,70,53.81107492
3,3,60,0,60,52.70358306
3,3,40,0,40,37.78501629
3,3,45,5,50,35.04885993
3,3,50,10,40,34.26710098
3,3,30,0,30,24.29967427
3,3,50,20,70,55.57003257
3,3,45,15,30,27.1009772
4,4,45,5,40,13.02931596
4,4,60,0,60,21.6286645
4,4,45,15,60,21.75895765
4,4,50,10,40,8.143322476
4,4,50,10,60,21.6286645
4,4,40,0,40,8.794788274
4,4,55,15,70,27.23127036
4,4,45,5,50,17.00325733
4,4,50,0,50,16.74267101
4,4,55,15,40,2.019543974
4,4,50,20,70,22.34527687
4,4,45,15,30,1.237785016
4,4,55,5,50,11.27035831
4,4,30,0,30,3.648208469
4,4,55,5,60,20.13029316
4,4,40,0,40,8.794788274
4,4,55,5,60,19.3485342
4,4,45,15,60,21.17263844
4,4,45,5,50,12.05211726
4,4,50,10,60,24.03908795
4,4,55,5,50,18.24104235
4,4,30,0,30,1.954397394
4,4,55,15,40,13.09446254
4,4,55,15,70,23.58306189
4,4,50,20,30,4.234527687
4,4,50,20,70,25.7980456
4,4,50,0,50,16.02605863
4,4,50,10,40,10.16286645
4,4,60,0,60,18.43648208
4,4,45,5,40,11.53094463
4,4,45,15,60,20.39087948
4,4,40,0,40,8.013029316
4,4,45,15,30,6.188925081
4,4,55,15,40,8.338762215
4,4,50,0,50,14.5276873
4,4,45,5,40,12.8990228
4,4,60,0,60,22.08469055
4,4,55,5,50,16.22149837
4,4,50,10,60,13.28990228
4,4,50,20,30,3.583061889
4,4,45,5,50,15.43973941
4,4,50,10,40,2.671009772
4,4,55,5,60,16.15635179
4,4,50,20,70,22.99674267
4,4,30,0,30,2.801302932
4,4,55,15,70,25.4723127
4,4,40,0,40,15.24429967
4,4,50,20,70,24.49511401
4,4,50,10,60,16.67752443
4,4,55,15,40,6.384364821
4,4,55,5,60,20.58631922
4,4,60,0,60,17.06840391
4,4,45,5,40,10.22801303
4,4,55,5,50,15.57003257
4,4,55,15,70,26.4495114
4,4,45,5,50,9.185667752
4,4,45,15,60,18.04560261
4,4,50,0,50,16.80781759
4,4,50,10,40,3.778501629
4,4,55,15,40,9.641693811
4,4,40,0,40,5.863192182
4,4,45,5,50,12.5732899
4,4,50,20,70,19.60912052
4,4,45,15,60,20.13029316
4,4,45,15,30,1.042345277
4,4,55,5,50,14.26710098
4,4,45,5,40,6.384364821
4,4,50,10,40,8.990228013
4,4,55,15,70,18.95765472
4,4,30,0,30,1.302931596
4,4,60,0,60,15.70032573
4,4,50,10,60,15.89576547
4,4,50,20,30,1.433224756
4,4,55,5,60,20.45602606
4,4,50,0,50,14.65798046
5,5,50,20,70,40.06514658
5,5,45,15,30,38.76221498
5,5,45,5,40,50.22801303
5,5,55,5,50,51.27035831
5,5,55,15,40,29.90228013
5,5,45,15,60,50.03257329
5,5,30,0,30,25.99348534
5,5,50,10,60,55.89576547
5,5,60,0,60,49.90228013
5,5,55,5,60,58.89250814
5,5,45,5,50,39.93485342
5,5,40,0,40,26.51465798
5,5,50,10,40,33.61563518
5,5,55,15,70,42.73615635
5,5,50,20,30,30.22801303
5,5,55,15,40,40.26058632
5,5,50,20,70,40.13029316
5,5,55,15,70,40.6514658
5,5,45,5,50,29.18566775
5,5,50,10,40,34.98371336
5,5,45,15,30,25.21172638
5,5,55,5,50,43.32247557
5,5,60,0,60,55.30944625
5,5,50,0,50,57.32899023
5,5,45,15,60,39.80456026
5,5,50,20,30,25.86319218
5,5,40,0,40,65.4723127
5,5,50,10,60,39.21824104
5,5,30,0,30,39.73941368
5,5,55,5,60,45.40716612
5,5,45,5,40,34.65798046
5,5,50,10,40,40.39087948
5,5,50,0,50,49.83713355
5,5,30,0,30,29.77198697
5,5,40,0,40,36.28664495
5,5,60,0,60,45.53745928
5,5,50,20,30,23.77850163
5,5,45,15,30,34.07166124
5,5,55,5,50,54.8534202
5,5,45,15,60,52.05211726
5,5,55,15,70,55.96091205
5,5,55,15,40,38.17589577
5,5,50,20,70,59.86970684
5,5,45,5,50,35.57003257
5,5,50,10,60,44.10423453
5,5,55,5,60,50.68403909
5,5,45,5,40,40.26058632
5,5,45,5,40,25.4723127
5,5,55,5,50,39.80456026
5,5,50,20,70,55.11400651
5,5,60,0,60,60.06514658
5,5,55,15,40,36.54723127
5,5,45,5,50,49.96742671
5,5,50,0,50,43.97394137
5,5,50,20,30,29.70684039
5,5,45,15,60,45.66775244
5,5,40,0,40,43.71335505
5,5,50,10,60,38.95765472
5,5,45,15,30,29.57654723
5,5,30,0,30,29.83713355
5,5,50,10,40,25.27687296
5,5,55,5,60,49.83713355
5,5,55,15,70,54.91856678
5,5,50,10,40,50.09771987
5,5,30,0,30,30.55374593
5,5,40,0,40,41.10749186
5,5,50,20,30,29.77198697
5,5,55,15,40,40.13029316
5,5,45,15,30,26.1237785
5,5,45,15,60,56.41693811
5,5,55,15,70,42.80130293
5,5,50,10,60,41.23778502
5,5,45,5,40,54.78827362
5,5,50,20,70,59.80456026
5,5,60,0,60,60.19543974
5,5,45,5,50,44.36482085
5,5,55,5,60,51.07491857
5,5,55,5,50,44.75570033
5,5,50,0,50,36.54723127
7,6,55,15,70,82.41042345
7,6,55,15,40,44.23452769
7,6,45,5,50,54.65798046
7,6,50,20,70,95.57003257
7,6,50,20,30,16.15635179
7,6,45,15,60,74.65798046
7,6,30,0,30,28.01302932
7,6,45,15,30,41.36807818
7,6,50,10,60,71.46579805
7,6,45,5,40,38.56677524
7,6,50,0,50,53.74592834
7,6,50,10,40,36.02605863
7,6,55,5,50,44.36482085
7,6,40,0,40,35.50488599
7,6,60,0,60,67.752443
7,6,55,5,60,81.56351792
7,6,55,15,70,84.49511401
7,6,45,5,50,37.52442997
7,6,50,10,40,47.88273616
7,6,45,5,40,46.7752443
7,6,55,5,60,63.77850163
7,6,45,15,60,64.56026059
7,6,50,10,60,73.28990228
7,6,50,0,50,37.85016287
7,6,40,0,40,42.28013029
7,6,30,0,30,15.37459283
7,6,50,20,70,77.45928339
7,6,55,15,40,28.53420195
7,6,60,0,60,64.56026059
7,6,50,20,30,16.09120521
7,6,55,5,50,51.79153094
7,6,45,15,30,35.24429967
7,6,50,10,40,56.41693811
7,6,50,20,30,16.61237785
7,6,55,15,70,77.13355049
7,6,45,5,40,34.46254072
7,6,40,0,40,26.18892508
7,6,60,0,60,73.8762215
7,6,45,5,50,52.8990228
7,6,55,15,40,25.92833876
7,6,55,5,60,66.25407166
7,6,30,0,30,15.30944625
7,6,45,15,60,62.34527687
7,6,50,0,50,41.49837134
7,6,45,15,30,17.06840391
7,6,50,20,70,78.3713355
7,6,55,5,50,45.60260586
7,6,60,0,60,66.31921824
7,6,45,5,40,34.46254072
7,6,45,15,30,15.76547231
7,6,55,5,50,63.97394137
7,6,45,5,50,57.13355049
7,6,55,15,40,34.26710098
7,6,55,5,60,67.94788274
7,6,50,10,60,67.49185668
7,6,30,0,30,16.61237785
7,6,50,20,30,15.30944625
7,6,55,15,70,78.95765472
7,6,50,20,70,68.20846906
7,6,45,15,60,73.42019544
7,6,40,0,40,34.00651466
7,6,50,10,40,45.40716612
7,6,50,0,50,46.1237785
7,6,50,20,70,73.42019544
7,6,50,0,50,53.68078176
7,6,60,0,60,65.99348534
7,6,50,20,30,15.30944625
7,6,50,10,60,67.4267101
7,6,30,0,30,16.09120521
7,6,55,5,50,47.36156352
7,6,55,5,60,73.68078176
7,6,45,15,60,72.247557
7,6,45,5,50,34.00651466
7,6,45,15,30,19.15309446
7,6,50,10,40,25.27687296
7,6,55,15,70,68.66449511
7,6,45,5,40,35.89576547
7,6,55,15,40,35.11400651
7,6,40,0,40,31.53094463
8,7,60,0,60,34.91856678
8,7,50,20,70,37.52442997
8,7,45,5,50,36.22149837
8,7,50,10,40,31.72638436
8,7,45,15,30,36.54723127
8,7,50,10,60,39.28338762
8,7,55,5,60,40.78175896
8,7,50,20,30,37.58957655
8,7,55,15,70,44.29967427
8,7,45,5,40,41.17263844
8,7,55,5,50,41.75895765
8,7,45,15,60,40.45602606
8,7,55,15,40,44.49511401
8,7,40,0,40,40.06514658
8,7,50,0,50,37.39413681
8,7,30,0,30,37.26384365
8,7,55,15,70,44.62540717
8,7,40,0,40,35.17915309
8,7,50,20,70,48.53420195
8,7,50,10,60,48.99022801
8,7,55,5,50,45.4723127
8,7,50,20,30,37.39413681
8,7,50,0,50,44.69055375
8,7,60,0,60,49.77198697
8,7,45,5,40,45.99348534
8,7,45,15,30,38.24104235
8,7,45,5,50,34.65798046
8,7,55,15,40,39.15309446
8,7,30,0,30,33.8762215
8,7,55,5,60,49.44625407
8,7,50,10,40,41.56351792
8,7,50,20,70,50.35830619
8,7,55,15,70,46.97068404
8,7,55,5,60,44.82084691
8,7,30,0,30,34.65798046
8,7,40,0,40,37.52442997
8,7,45,15,30,32.96416938
8,7,45,5,50,46.05863192
8,7,45,15,60,50.03257329
8,7,45,5,40,39.0228013
8,7,55,5,50,29.83713355
8,7,55,15,40,39.93485342
8,7,60,0,60,44.56026059
8,7,50,10,40,48.59934853
8,7,50,0,50,39.15309446
8,7,50,20,30,31.33550489
8,7,50,10,60,50.09771987
8,7,50,10,40,39.3485342
8,7,55,15,40,40
8,7,50,20,70,48.27361564
8,7,45,5,40,46.90553746
8,7,45,15,60,47.1009772
8,7,55,5,60,49.96742671
8,7,45,15,30,39.60912052
8,7,30,0,30,37.32899023
8,7,50,20,30,35.04885993
8,7,55,5,50,34.98371336
8,7,60,0,60,39.3485342
8,7,45,5,50,34.91856678
8,7,50,0,50,40.06514658
8,7,55,15,70,35.24429967
8,7,50,10,60,39.0228013
8,7,40,0,40,34.46254072
8,7,30,0,30,29.12052117
8,7,45,5,40,31.46579805
8,7,45,15,60,39.28338762
8,7,40,0,40,38.82736156
8,7,45,5,50,38.89250814
8,7,55,5,50,34.59283388
8,7,55,15,40,40.19543974
8,7,55,5,60,50.22801303
8,7,50,0,50,40.26058632
8,7,55,15,70,44.82084691
8,7,50,10,40,38.89250814
8,7,50,20,30,29.05537459
8,7,60,0,60,33.5504886
8,7,45,15,30,29.90228013
8,7,50,10,60,37.58957655
8,7,50,20,70,47.94788274
9,8,55,5,60,49.77198697
9,8,50,20,30,11.98697068
9,8,55,5,50,45.01628664
9,8,45,15,30,19.6742671
9,8,50,10,60,42.99674267
9,8,40,0,40,23.90879479
9,8,45,15,60,55.83061889
9,8,45,5,40,25.92833876
9,8,30,0,30,15.30944625
9,8,55,15,70,70.48859935
9,8,50,20,70,74.8534202
9,8,50,10,40,18.24104235
9,8,50,0,50,43.32247557
9,8,55,15,40,34.78827362
9,8,45,5,50,36.80781759
9,8,60,0,60,61.04234528
9,8,55,5,60,60.26058632
9,8,40,0,40,28.20846906
9,8,50,10,60,63.45276873
9,8,50,20,70,70.16286645
9,8,30,0,30,24.10423453
9,8,60,0,60,41.69381107
9,8,50,10,40,32.18241042
9,8,45,15,60,58.82736156
9,8,45,5,50,45.08143322
9,8,45,15,30,12.5732899
9,8,55,15,70,76.09120521
9,8,50,0,50,59.54397394
9,8,50,20,30,15.43973941
9,8,55,15,40,34.26710098
9,8,45,5,40,56.35179153
9,8,50,20,70,70.35830619
9,8,55,5,60,60.39087948
9,8,45,15,60,52.76872964
9,8,50,0,50,50.03257329
9,8,45,5,50,53.28990228
9,8,45,5,40,41.43322476
9,8,45,15,30,27.88273616
9,8,55,15,40,44.23452769
9,8,60,0,60,57.98045603
9,8,55,15,70,44.75570033
9,8,50,10,60,47.752443
9,8,55,5,50,39.47882736
9,8,50,20,30,21.75895765
9,8,40,0,40,27.55700326
9,8,50,10,40,29.70684039
9,8,50,20,30,15.30944625
9,8,55,15,40,36.28664495
9,8,55,5,50,48.99022801
9,8,50,10,60,57.78501629
9,8,60,0,60,61.43322476
9,8,45,15,30,34.33224756
9,8,45,5,40,36.15635179
9,8,50,20,70,75.30944625
9,8,40,0,40,38.04560261
9,8,45,15,60,64.75570033
9,8,30,0,30,29.12052117
9,8,50,10,40,36.80781759
9,8,55,15,70,68.01302932
9,8,55,5,60,67.752443
9,8,50,0,50,51.40065147
9,8,45,15,30,23.25732899
9,8,50,10,40,38.43648208
9,8,55,5,50,53.61563518
9,8,55,15,40,31.20521173
9,8,50,20,30,30.29315961
9,8,50,20,70,74.33224756
9,8,50,10,60,63.38762215
9,8,45,5,40,52.11726384
9,8,45,15,60,57.58957655
9,8,45,5,50,38.24104235
9,8,55,15,70,48.79478827
9,8,40,0,40,39.0228013
9,8,60,0,60,53.48534202
9,8,30,0,30,37.52442997
9,8,50,0,50,47.88273616
9,8,55,5,60,59.28338762
10,9,55,15,40,23.90879479
10,9,45,15,30,23.32247557
10,9,45,15,60,48.01302932
10,9,50,20,30,21.88925081
10,9,55,5,60,40.26058632
10,9,45,5,40,44.36482085
10,9,30,0,30,31.33550489
10,9,50,20,70,72.5732899
10,9,60,0,60,66.25407166
10,9,55,15,70,53.8762215
10,9,50,10,60,34.65798046
10,9,50,10,40,35.83061889
10,9,45,5,50,60.06514658
10,9,55,15,40,53.61563518
10,9,50,10,60,63.06188925
10,9,55,5,50,40.91205212
10,9,40,0,40,30.74918567
10,9,50,20,70,73.02931596
10,9,45,15,60,70.22801303
10,9,50,10,40,31.53094463
10,9,45,5,40,33.15960912
10,9,45,15,30,42.28013029
10,9,50,0,50,60.39087948
10,9,45,5,50,58.24104235
10,9,60,0,60,47.29641694
10,9,55,15,70,70.61889251
10,9,50,20,30,37.65472313
10,9,50,10,60,30.29315961
10,9,60,0,60,65.60260586
10,9,55,15,70,51.20521173
10,9,45,15,60,42.54071661
10,9,45,15,30,37.98045603
10,9,30,0,30,34.46254072
10,9,50,10,40,48.72964169
10,9,50,0,50,59.80456026
10,9,45,5,40,48.01302932
10,9,50,20,70,75.17915309
10,9,55,15,40,33.48534202
10,9,55,5,50,62.54071661
10,9,40,0,40,42.08469055
10,9,45,5,50,54.26710098
10,9,50,20,30,41.88925081
10,9,30,0,30,22.08469055
10,9,40,0,40,33.5504886
10,9,55,15,70,75.83061889
10,9,50,10,60,39.28338762
10,9,50,10,40,30.61889251
10,9,50,0,50,34.46254072
10,9,60,0,60,69.25081433
10,9,50,20,70,55.76547231
10,9,45,15,30,23.71335505
10,9,55,5,60,59.08794788
10,9,55,5,50,63.90879479
10,9,55,15,40,31.20521173
10,9,45,5,40,38.76221498
10,9,50,20,30,30.94462541
10,9,45,5,50,41.82410423
10,9,50,10,40,35.50488599
10,9,30,0,30,39.86970684
10,9,60,0,60,63.84364821
10,9,55,15,70,70.55374593
10,9,45,15,60,53.42019544
10,9,50,0,50,60.06514658
10,9,45,15,30,36.67752443
10,9,55,5,50,56.41693811
10,9,50,20,70,60.78175896
10,9,45,5,40,31.72638436
10,9,50,10,60,69.57654723
10,9,55,15,40,53.02931596
10,9,40,0,40,40.45602606
10,9,45,5,50,44.10423453
10,9,50,20,30,24.95114007
11,10,45,5,40,22.93159609
11,10,55,5,50,30.03257329
11,10,50,20,30,16.61237785
11,10,45,15,30,29.96742671
11,10,55,15,40,25.7980456
11,10,30,0,30,28.59934853
11,10,50,10,60,45.99348534
11,10,50,20,70,64.03908795
11,10,45,15,60,40.06514658
11,10,40,0,40,24.10423453
11,10,50,0,50,42.01954397
11,10,45,5,50,44.88599349
11,10,55,15,70,41.04234528
11,10,50,10,40,23.58306189
11,10,60,0,60,49.51140065
11,10,55,5,60,39.86970684
11,10,50,20,30,30.68403909
11,10,55,5,60,59.47882736
11,10,50,10,60,53.74592834
11,10,60,0,60,59.41368078
11,10,55,15,40,27.16612378
11,10,50,10,40,47.16612378
11,10,50,0,50,46.64495114
11,10,30,0,30,19.60912052
11,10,45,5,50,40.19543974
11,10,40,0,40,38.30618893
11,10,50,20,70,58.56677524
11,10,55,5,50,53.5504886
11,10,45,15,60,39.60912052
11,10,45,5,40,36.15635179
11,10,45,15,60,60.52117264
11,10,45,15,30,37.00325733
11,10,60,0,60,45.40716612
11,10,30,0,30,19.6742671
11,10,45,5,40,36.48208469
11,10,45,5,50,28.40390879
11,10,50,20,70,45.73289902
11,10,50,10,60,41.43322476
11,10,50,20,30,32.83387622
11,10,55,5,50,46.64495114
11,10,55,15,70,68.72964169
11,10,55,15,40,36.80781759
11,10,55,5,60,58.63192182
11,10,40,0,40,25.7980456
11,10,50,10,40,31.59609121
11,10,50,0,50,22.67100977
11,10,30,0,30,21.04234528
11,10,45,15,30,31.40065147
11,10,50,20,70,51.98697068
11,10,45,15,60,57.65472313
11,10,45,5,40,39.80456026
11,10,40,0,40,38.3713355
11,10,50,20,30,20.58631922
11,10,55,5,60,50.42345277
11,10,50,0,50,38.95765472
11,10,55,15,70,57.06840391
11,10,60,0,60,57.98045603
11,10,45,5,50,51.14006515
11,10,50,10,60,50.22801303
11,10,50,10,40,38.89250814
11,10,55,15,40,40.3257329
11,10,55,5,50,59.47882736
11,10,55,5,50,41.3029316
11,10,45,15,60,54.2019544
11,10,40,0,40,29.38110749
11,10,50,20,70,70.42345277
11,10,55,15,40,43.38762215
11,10,50,20,30,25.27687296
11,10,30,0,30,9.706840391
11,10,55,5,60,40.6514658
11,10,50,10,60,31.66123779
11,10,45,5,40,42.21498371
11,10,45,15,30,47.16612378
11,10,55,15,70,57.06840391
11,10,60,0,60,41.56351792
11,10,45,5,50,39.73941368
11,10,50,0,50,41.04234528
11,10,50,10,40,29.57654723
12,11,55,5,60,49.44625407
12,11,50,20,70,61.6286645
12,11,30,0,30,26.4495114
12,11,50,20,30,24.95114007
12,11,40,0,40,34.91856678
12,11,45,5,40,26.97068404
12,11,60,0,60,52.05211726
12,11,45,15,60,62.28013029
12,11,50,10,40,39.6742671
12,11,45,5,50,38.50162866
12,11,55,5,50,50.68403909
12,11,55,15,70,65.99348534
12,11,50,0,50,48.0781759
12,11,55,15,40,37.78501629
12,11,45,15,30,27.68729642
12,11,50,10,60,54.2019544
12,11,30,0,30,17.52442997
12,11,45,5,50,49.77198697
12,11,45,15,60,57.06840391
12,11,50,10,40,40.78175896
12,11,55,5,50,50.68403909
12,11,55,15,40,38.24104235
12,11,55,5,60,51.85667752
12,11,50,0,50,59.47882736
12,11,40,0,40,41.69381107
12,11,45,15,30,30.48859935
12,11,50,20,70,74.26710098
12,11,60,0,60,58.17589577
12,11,50,20,30,29.31596091
12,11,50,10,60,41.17263844
12,11,55,15,70,70.29315961
12,11,45,5,40,42.08469055
12,11,50,0,50,50.03257329
12,11,50,10,60,43.25732899
12,11,55,5,60,54.72312704
12,11,50,20,30,30.81433225
12,11,55,15,40,33.09446254
12,11,40,0,40,41.43322476
12,11,45,5,40,45.1465798
12,11,45,15,60,32.83387622
12,11,30,0,30,30.29315961
12,11,55,5,50,52.76872964
12,11,45,15,30,30.61889251
12,11,45,5,50,43.77850163
12,11,50,20,70,72.8990228
12,11,50,10,40,39.54397394
12,11,55,15,70,71.20521173
12,11,60,0,60,56.87296417
12,11,60,0,60,50.35830619
12,11,55,15,40,41.88925081
12,11,50,20,30,29.05537459
12,11,55,5,60,52.18241042
12,11,40,0,40,39.93485342
12,11,55,15,70,71.59609121
12,11,50,0,50,50.16286645
12,11,45,15,30,27.752443
12,11,30,0,30,27.752443
12,11,45,5,40,39.0228013
12,11,45,15,60,58.63192182
12,11,50,20,70,71.14006515
12,11,55,5,50,50.68403909
12,11,50,10,60,60.19543974
12,11,45,5,50,43.06188925
12,11,50,10,40,39.41368078
12,11,45,5,40,44.36482085
12,11,60,0,60,57.98045603
12,11,45,5,50,42.80130293
12,11,50,20,70,63.84364821
12,11,40,0,40,42.08469055
12,11,55,15,40,47.03583062
12,11,30,0,30,31.27035831
12,11,45,15,60,35.76547231
12,11,50,10,40,40.58631922
12,11,50,10,60,52.18241042
12,11,55,5,50,51.53094463
12,11,55,15,70,44.82084691
12,11,45,15,30,29.77198697
12,11,50,20,30,27.4267101
12,11,55,5,60,50.61889251
12,11,50,0,50,49.31596091
13,12,55,5,50,50.09771987
13,12,50,20,30,29.31596091
13,12,55,5,60,53.61563518
13,12,45,15,60,57.85016287
13,12,40,0,40,38.50162866
13,12,50,10,40,45.08143322
13,12,50,0,50,47.03583062
13,12,55,15,40,35.04885993
13,12,45,5,50,49.31596091
13,12,55,15,70,67.62214984
13,12,50,10,60,50.35830619
13,12,50,20,70,64.10423453
13,12,60,0,60,60.3257329
13,12,45,5,40,40
13,12,30,0,30,26.31921824
13,12,45,15,30,39.0228013
